monthly_salary,city,city_living_cost_index,goal_type,goal_cost,timeline_years,income_growth_rate,monthly_living_cost,disposable_income,monthly_investment_required,investment_to_income_ratio,verdict
6706184,Jakarta Pusat,2,Custom,113472361,18,0.0819,7500000,0,1264281,1.0,red
33213924,Surabaya,5,Custom,348916540,14,0.0327,5500000,27713924,4112089,0.1484,green
7039028,Jakarta Pusat,2,Property,1368000000,21,0.1067,7500000,0,5428571,1.0,red
6092672,Bali (Denpasar),8,Higher Education,150000000,7,0.1355,6500000,0,1785714,1.0,red
22192351,Bali (Denpasar),8,Custom,131846314,6,0.0893,6500000,15692351,2453982,0.1564,green
14486203,Jakarta Selatan,1,Custom,411146737,17,0.0672,8500000,5986203,4619391,0.7717,red
15210176,Medan,7,Retirement,2376000000,23,0.1159,3500000,11710176,26441813,2.0,red
19063614,Medan,7,Retirement,1800000000,3,0.0709,3500000,15563614,57881250,2.0,red
6332477,Jakarta Selatan,1,Custom,163531215,6,0.1263,8500000,0,3043715,1.0,red
5345778,Semarang,9,Emergency Fund,22800000,21,0.1121,3800000,1545778,252063,0.1631,green
38729175,Bali (Denpasar),8,Emergency Fund,39000000,6,0.0428,6500000,32229175,725885,0.0225,green
7399674,Medan,7,Higher Education,150000000,16,0.0831,3500000,3899674,781250,0.2003,green
41043969,Yogyakarta,6,Education,91969725,28,0.053,4000000,37043969,273719,0.0074,green
6886010,Bandung,4,Property,630000000,3,0.0823,5000000,1886010,17500000,2.0,red
7250252,Jakarta Selatan,1,Education,137316226,16,0.1145,8500000,0,715189,1.0,red
6028789,Jakarta Utara,3,Higher Education,150000000,7,0.115,6000000,28789,1785714,2.0,red
21058732,Jakarta Pusat,2,Higher Education,200000000,26,0.0976,7500000,13558732,641026,0.0473,green
5413769,Makassar,10,Emergency Fund,25200000,10,0.0963,4200000,1213769,342068,0.2818,green
5587475,Jakarta Selatan,1,Custom,141981699,3,0.1238,8500000,0,4565599,1.0,red
41162066,Surabaya,5,Property,864000000,30,0.0695,5500000,35662066,2400000,0.0673,green
13942345,Medan,7,Emergency Fund,21000000,3,0.0574,3500000,10442345,675281,0.0647,green
10566387,Jakarta Utara,3,Higher Education,80000000,7,0.0667,6000000,4566387,952381,0.2086,green
7949045,Jakarta Utara,3,Retirement,3240000000,14,0.1031,6000000,1949045,38184395,2.0,red
12149475,Jakarta Selatan,1,Property,5040000000,23,0.0784,8500000,3649475,18260870,2.0,red
5756655,Jakarta Utara,3,Retirement,1080000000,15,0.132,6000000,0,12473569,1.0,red
5845149,Jakarta Pusat,2,Education,56124183,24,0.1182,7500000,0,194876,1.0,red
21579836,Medan,7,Emergency Fund,21000000,23,0.0621,3500000,18079836,233703,0.0129,green
5612207,Jakarta Utara,3,Higher Education,200000000,4,0.1367,6000000,0,4166667,1.0,red
7941156,Semarang,9,Custom,241687864,4,0.1189,3800000,4141156,6120273,1.4779,red
7002645,Surabaya,5,Property,720000000,29,0.1338,5500000,1502645,2068966,1.3769,red
13565940,Bandung,4,Higher Education,80000000,14,0.0771,5000000,8565940,476190,0.0556,green
22834368,Yogyakarta,6,Higher Education,120000000,24,0.0726,4000000,18834368,416667,0.0221,green
6972414,Surabaya,5,Wedding,80000000,15,0.0968,5500000,1472414,923968,0.6275,red
14582967,Medan,7,Higher Education,80000000,16,0.0724,3500000,11082967,416667,0.0376,green
11105647,Surabaya,5,Higher Education,200000000,12,0.1175,5500000,5605647,1388889,0.2478,green
6893496,Jakarta Selatan,1,Wedding,80000000,6,0.1302,8500000,0,1488995,1.0,red
5000990,Jakarta Pusat,2,Custom,149929329,4,0.0821,7500000,0,3796667,1.0,red
7386636,Makassar,10,Property,594000000,27,0.1066,4200000,3186636,1833333,0.5753,red
7969764,Jakarta Selatan,1,Wedding,200000000,16,0.1181,8500000,0,2273828,1.0,red
58890441,Medan,7,Education,192814225,8,0.0353,3500000,55390441,2008482,0.0363,green
17580030,Yogyakarta,6,Retirement,612000000,26,0.0957,4000000,13580030,6974589,0.5136,red
13152777,Medan,7,Emergency Fund,21000000,30,0.08,3500000,9652777,252113,0.0261,green
22336632,Bandung,4,Higher Education,120000000,30,0.1067,5000000,17336632,333333,0.0192,green
5450058,Bandung,4,Property,504000000,17,0.1404,5000000,450058,2470588,2.0,red
30309732,Bandung,4,Education,239395958,8,0.0664,5000000,25309732,2493708,0.0985,green
7701776,Bali (Denpasar),8,Retirement,1728000000,14,0.1389,6500000,1201776,20365011,2.0,red
15641301,Bali (Denpasar),8,Education,158884061,11,0.0585,6500000,9141301,1203667,0.1317,green
11109833,Yogyakarta,6,Emergency Fund,24000000,24,0.068,4000000,7109833,268758,0.0378,green
5650800,Jakarta Pusat,2,Retirement,936000000,29,0.1234,7500000,0,11070985,1.0,red
19632007,Semarang,9,Education,140688790,14,0.1045,3800000,15832007,837433,0.0529,green
5730337,Jakarta Selatan,1,Custom,426622711,20,0.1492,8500000,0,4716488,1.0,red
47592169,Makassar,10,Higher Education,200000000,24,0.0709,4200000,43392169,694444,0.016,green
7639124,Jakarta Utara,3,Retirement,4080000000,18,0.1107,6000000,1639124,45458363,2.0,red
18531785,Bali (Denpasar),8,Property,1540000000,10,0.0899,6500000,12031785,12833333,1.0666,red
21673986,Jakarta Utara,3,Emergency Fund,36000000,12,0.0611,6000000,15673986,448964,0.0286,green
6013704,Bali (Denpasar),8,Emergency Fund,39000000,22,0.1127,6500000,0,432141,1.0,red
33730794,Semarang,9,Emergency Fund,22800000,27,0.0417,3800000,29930794,262725,0.0088,green
13542580,Bandung,4,Emergency Fund,30000000,10,0.0855,5000000,8542580,407224,0.0477,green
38319815,Makassar,10,Education,212978152,19,0.0521,4200000,34119815,934115,0.0274,green
26993350,Makassar,10,Education,286177263,16,0.0453,4200000,22793350,1490507,0.0654,green
39400070,Surabaya,5,Education,53028926,8,0.0747,5500000,33900070,552385,0.0163,green
24670516,Semarang,9,Higher Education,120000000,11,0.0748,3800000,20870516,909091,0.0436,green
5558929,Surabaya,5,Emergency Fund,33000000,17,0.1008,5500000,58929,370768,2.0,red
14532865,Yogyakarta,6,Education,99463662,16,0.0803,4000000,10532865,518040,0.0492,green
14902302,Makassar,10,Property,594000000,15,0.0795,4200000,10702302,3300000,0.3083,yellow
40386603,Bali (Denpasar),8,Wedding,80000000,3,0.0569,6500000,33886603,2572500,0.0759,green
7471190,Yogyakarta,6,Emergency Fund,24000000,30,0.1296,4000000,3471190,288129,0.083,green
12361794,Yogyakarta,6,Education,162415416,8,0.0823,4000000,8361794,1691827,0.2023,green
49011389,Surabaya,5,Education,217753119,12,0.0456,5500000,43511389,1512174,0.0348,green
10686645,Surabaya,5,Emergency Fund,33000000,4,0.1193,5500000,5186645,835661,0.1611,green
20651663,Jakarta Selatan,1,Retirement,1512000000,17,0.0744,8500000,12151663,16987900,1.398,red
6676497,Makassar,10,Education,122362299,22,0.1227,4200000,2476497,463494,0.1872,green
6779575,Semarang,9,Retirement,1584000000,25,0.0971,3800000,2979575,17879954,2.0,red
7149987,Semarang,9,Wedding,80000000,19,0.1363,3800000,3349987,886649,0.2647,green
6551145,Yogyakarta,6,Higher Education,120000000,28,0.104,4000000,2551145,357143,0.14,green
27925378,Jakarta Pusat,2,Higher Education,150000000,6,0.0695,7500000,20425378,2083333,0.102,green
14203980,Yogyakarta,6,Emergency Fund,24000000,28,0.0704,4000000,10203980,280009,0.0274,green
23184234,Jakarta Utara,3,Custom,77009809,3,0.0851,6000000,17184234,2476347,0.1441,green
6627711,Yogyakarta,6,Custom,352655238,15,0.1062,4000000,2627711,4073027,1.55,red
6016233,Yogyakarta,6,Property,360000000,19,0.1082,4000000,2016233,1578947,0.7831,red
10214927,Surabaya,5,Retirement,2760000000,21,0.0561,5500000,4714927,30512924,2.0,red
21801951,Bandung,4,Custom,236127582,5,0.0961,5000000,16801951,5022755,0.2989,green
45308095,Bali (Denpasar),8,Education,145381924,26,0.0738,6500000,38808095,465968,0.012,green
23983415,Yogyakarta,6,Education,102989773,13,0.102,4000000,19983415,660191,0.033,green
44309825,Bali (Denpasar),8,Retirement,1368000000,4,0.0754,6500000,37809825,34641928,0.9162,red
22055581,Makassar,10,Emergency Fund,25200000,13,0.0936,4200000,17855581,304605,0.0171,green
5961086,Makassar,10,Emergency Fund,25200000,14,0.1315,4200000,1761086,296990,0.1686,green
5976934,Makassar,10,Retirement,1656000000,9,0.0978,4200000,1776934,23787033,2.0,red
19465213,Bandung,4,Property,756000000,5,0.05,5000000,14465213,12600000,0.8711,red
5338731,Medan,7,Wedding,80000000,9,0.1058,3500000,1838731,1149132,0.625,red
26266468,Jakarta Selatan,1,Higher Education,80000000,26,0.0553,8500000,17766468,256410,0.0144,green
20935564,Jakarta Pusat,2,Emergency Fund,45000000,6,0.0509,7500000,13435564,837560,0.0623,green
12880147,Bandung,4,Education,143387139,8,0.1041,5000000,7880147,1493616,0.1895,green
5019464,Surabaya,5,Education,123597471,28,0.1456,5500000,0,367850,1.0,red
23914214,Semarang,9,Emergency Fund,22800000,18,0.0921,3800000,20114214,254032,0.0126,green
51780936,Bali (Denpasar),8,Retirement,1800000000,26,0.0384,6500000,45280936,20513496,0.453,yellow
15175310,Jakarta Selatan,1,Wedding,30000000,12,0.0826,8500000,6675310,374137,0.056,green
5240124,Yogyakarta,6,Retirement,2232000000,14,0.1155,4000000,1240124,26304806,2.0,red
39238080,Makassar,10,Higher Education,120000000,9,0.0475,4200000,35038080,1111111,0.0317,green
10499467,Jakarta Selatan,1,Higher Education,150000000,4,0.0762,8500000,1999467,3125000,1.5629,red
7616160,Yogyakarta,6,Property,540000000,10,0.0926,4000000,3616160,4500000,1.2444,red
7835353,Makassar,10,Custom,119603886,23,0.1068,4200000,3635353,1331037,0.3661,yellow
33323723,Jakarta Pusat,2,Emergency Fund,45000000,16,0.0361,7500000,25823723,511611,0.0198,green
6570045,Bandung,4,Emergency Fund,30000000,13,0.0944,5000000,1570045,362625,0.231,green
15177362,Yogyakarta,6,Custom,430227263,8,0.0676,4000000,11177362,6621267,0.5924,red
6239163,Yogyakarta,6,Higher Education,80000000,6,0.1476,4000000,2239163,1111111,0.4962,yellow
15788821,Bandung,4,Emergency Fund,30000000,30,0.0507,5000000,10788821,360162,0.0334,green
7604294,Jakarta Utara,3,Education,116519828,19,0.0967,6000000,1604294,511052,0.3186,yellow
36282428,Makassar,10,Retirement,972000000,20,0.0654,4200000,32082428,10745856,0.3349,yellow
24505240,Bandung,4,Property,980000000,8,0.101,5000000,19505240,10208333,0.5234,red
16157454,Yogyakarta,6,Property,360000000,3,0.0865,4000000,12157454,10000000,0.8225,red
16659005,Semarang,9,Custom,426378203,15,0.0704,3800000,12859005,4924498,0.383,yellow
5901862,Makassar,10,Custom,466404265,7,0.1287,4200000,1701862,7812829,2.0,red
5764453,Makassar,10,Wedding,30000000,15,0.1412,4200000,1564453,346488,0.2215,green
6342501,Bandung,4,Retirement,720000000,4,0.1435,5000000,1342501,18232594,2.0,red
17532401,Surabaya,5,Education,280110259,22,0.0552,5500000,12032401,1061024,0.0882,green
13687058,Jakarta Utara,3,Wedding,200000000,7,0.0605,6000000,7687058,3350239,0.4358,yellow
5998703,Medan,7,Wedding,80000000,17,0.0848,3500000,2498703,898831,0.3597,yellow
13563488,Medan,7,Higher Education,120000000,26,0.0897,3500000,10063488,384615,0.0382,green
5049131,Medan,7,Higher Education,150000000,29,0.0858,3500000,1549131,431034,0.2782,green
23897217,Jakarta Utara,3,Emergency Fund,36000000,22,0.1007,6000000,17897217,398899,0.0223,green
6942735,Jakarta Pusat,2,Retirement,3120000000,25,0.0905,7500000,0,35218091,1.0,red
5496990,Semarang,9,Property,306000000,30,0.1017,3800000,1696990,850000,0.5009,red
5367858,Makassar,10,Education,167739213,8,0.1421,4200000,1167858,1747283,1.4961,red
16407717,Bandung,4,Emergency Fund,30000000,13,0.0758,5000000,11407717,362625,0.0318,green
5644689,Medan,7,Higher Education,200000000,6,0.1187,3500000,2144689,2777778,1.2952,red
17356155,Jakarta Utara,3,Custom,266351638,10,0.0936,6000000,11356155,3615490,0.3184,yellow
6339336,Medan,7,Wedding,200000000,9,0.0826,3500000,2839336,2872830,1.0118,red
24429739,Yogyakarta,6,Higher Education,120000000,21,0.0807,4000000,20429739,476190,0.0233,green
55943918,Bandung,4,Retirement,864000000,21,0.0616,5000000,50943918,9551872,0.1875,green
19505646,Medan,7,Custom,416186733,24,0.0831,3500000,16005646,4660569,0.2912,green
13632711,Bali (Denpasar),8,Higher Education,200000000,12,0.0882,6500000,7132711,1388889,0.1947,green
6473134,Semarang,9,Custom,222367258,27,0.1167,3800000,2673134,2562341,0.9586,red
23761910,Jakarta Utara,3,Property,1008000000,30,0.0552,6000000,17761910,2800000,0.1576,green
10003787,Makassar,10,Higher Education,80000000,16,0.0857,4200000,5803787,416667,0.0718,green
23799021,Yogyakarta,6,Education,299203744,18,0.1198,4000000,19799021,1385203,0.07,green
7687601,Yogyakarta,6,Property,1200000000,16,0.0955,4000000,3687601,6250000,1.6949,red
12474200,Yogyakarta,6,Custom,349991360,8,0.108,4000000,8474200,5386423,0.6356,red
11450658,Bandung,4,Custom,69505529,19,0.0805,5000000,6450658,770338,0.1194,green
24277114,Bandung,4,Property,756000000,5,0.0957,5000000,19277114,12600000,0.6536,red
5540815,Jakarta Utara,3,Wedding,80000000,25,0.1294,6000000,0,903028,1.0,red
5614739,Yogyakarta,6,Education,187919891,19,0.1474,4000000,1614739,824210,0.5104,red
5563630,Makassar,10,Higher Education,200000000,3,0.1166,4200000,1363630,5555556,2.0,red
18671424,Jakarta Utara,3,Emergency Fund,36000000,18,0.0901,6000000,12671424,401103,0.0317,green
5971807,Makassar,10,Property,594000000,15,0.1272,4200000,1771807,3300000,1.8625,red
5450935,Jakarta Utara,3,Higher Education,80000000,27,0.1138,6000000,0,246914,1.0,red
22946020,Bandung,4,Property,504000000,17,0.069,5000000,17946020,2470588,0.1377,green
7861308,Bandung,4,Property,504000000,6,0.116,5000000,2861308,7000000,2.0,red
7467968,Semarang,9,Emergency Fund,22800000,23,0.1432,3800000,3667968,253735,0.0692,green
19301643,Semarang,9,Emergency Fund,22800000,14,0.1103,3800000,15501643,268705,0.0173,green
5760136,Jakarta Selatan,1,Custom,306333547,10,0.0821,8500000,0,4158209,1.0,red
55497507,Makassar,10,Property,396000000,11,0.0385,4200000,51297507,3000000,0.0585,green
10454749,Jakarta Utara,3,Education,204855388,26,0.0602,6000000,4454749,656588,0.1474,green
5473161,Jakarta Pusat,2,Custom,260721919,14,0.1431,7500000,0,3072688,1.0,red
14661425,Jakarta Selatan,1,Retirement,3600000000,8,0.1024,8500000,6161425,55404579,2.0,red
51343511,Bali (Denpasar),8,Property,1188000000,22,0.0498,6500000,44843511,4500000,0.1003,green
11265861,Bandung,4,Higher Education,200000000,19,0.1011,5000000,6265861,877193,0.14,green
14748066,Makassar,10,Retirement,2640000000,24,0.0664,4200000,10548066,29563416,2.0,red
5174593,Yogyakarta,6,Wedding,200000000,6,0.1002,4000000,1174593,3722488,2.0,red
17713630,Jakarta Selatan,1,Property,2940000000,14,0.1018,8500000,9213630,17500000,1.8994,red
17534529,Jakarta Pusat,2,Retirement,1656000000,21,0.1141,7500000,10034529,18307754,1.8245,red
5697407,Jakarta Selatan,1,Retirement,1296000000,25,0.1284,8500000,0,14629053,1.0,red
21437885,Surabaya,5,Higher Education,80000000,30,0.1062,5500000,15937885,222222,0.0139,green
17996182,Bandung,4,Wedding,30000000,24,0.0537,5000000,12996182,335948,0.0258,green
57094419,Makassar,10,Education,157304263,25,0.0717,4200000,52894419,524348,0.0099,green
52647645,Yogyakarta,6,Retirement,2304000000,14,0.0409,4000000,48647645,27153348,0.5582,red
55692235,Yogyakarta,6,Retirement,1800000000,25,0.0424,4000000,51692235,20318130,0.3931,yellow
19507794,Surabaya,5,Custom,283668537,11,0.1181,5500000,14007794,3675526,0.2624,green
21229025,Bali (Denpasar),8,Property,990000000,11,0.0624,6500000,14729025,7500000,0.5092,red
6582120,Jakarta Pusat,2,Wedding,80000000,4,0.1276,7500000,0,2025844,1.0,red
7131259,Semarang,9,Education,294686979,29,0.1308,3800000,3331259,846802,0.2542,green
23624329,Bandung,4,Property,630000000,25,0.1175,5000000,18624329,2100000,0.1128,green
12680969,Jakarta Pusat,2,Higher Education,120000000,11,0.0846,7500000,5180969,909091,0.1755,green
22863199,Bandung,4,Wedding,80000000,28,0.053,5000000,17863199,933364,0.0523,green
5441473,Makassar,10,Custom,70507635,11,0.1001,4200000,1241473,913576,0.7359,red
18769902,Jakarta Selatan,1,Emergency Fund,51000000,16,0.108,8500000,10269902,579826,0.0565,green
58853912,Jakarta Selatan,1,Education,286255479,22,0.0387,8500000,50353912,1084301,0.0215,green
23587908,Surabaya,5,Property,576000000,19,0.0863,5500000,18087908,2526316,0.1397,green
17609286,Jakarta Utara,3,Higher Education,200000000,23,0.1072,6000000,11609286,724638,0.0624,green
20272795,Jakarta Pusat,2,Wedding,30000000,30,0.0858,7500000,12772795,360162,0.0282,green
5320145,Bandung,4,Custom,63044119,13,0.1435,5000000,320145,762045,2.0,red
20834743,Semarang,9,Emergency Fund,22800000,7,0.0917,3800000,17034743,381927,0.0224,green
5929707,Jakarta Utara,3,Emergency Fund,36000000,18,0.1434,6000000,0,401103,1.0,red
21174478,Medan,7,Higher Education,200000000,10,0.1038,3500000,17674478,1666667,0.0943,green
6127883,Jakarta Utara,3,Education,224705145,19,0.1003,6000000,127883,985549,2.0,red
16320356,Medan,7,Property,630000000,12,0.0981,3500000,12820356,4375000,0.3413,yellow
6159994,Surabaya,5,Education,148199964,19,0.0988,5500000,659994,650000,0.9849,red
20755226,Medan,7,Retirement,2520000000,9,0.065,3500000,17255226,36197658,2.0,red
25558099,Jakarta Pusat,2,Emergency Fund,45000000,30,0.0561,7500000,18058099,540243,0.0299,green
6297845,Jakarta Selatan,1,Emergency Fund,51000000,9,0.0978,8500000,0,732572,1.0,red
21156714,Jakarta Selatan,1,Wedding,30000000,25,0.0878,8500000,12656714,338635,0.0268,green
13809496,Makassar,10,Emergency Fund,25200000,12,0.0928,4200000,9609496,314275,0.0327,green
15213878,Bandung,4,Custom,322936478,25,0.0963,5000000,10213878,3645258,0.3569,yellow
55190623,Bali (Denpasar),8,Wedding,30000000,27,0.0593,6500000,48690623,345690,0.0071,green
6408887,Jakarta Utara,3,Wedding,200000000,14,0.0844,6000000,408887,2357061,2.0,red
7708739,Makassar,10,Education,271801079,7,0.1142,4200000,3508739,3235727,0.9222,red
53790431,Makassar,10,Education,231753114,12,0.0745,4200000,49590431,1609397,0.0325,green
20323421,Makassar,10,Emergency Fund,25200000,26,0.0687,4200000,16123421,287189,0.0178,green
19326391,Jakarta Selatan,1,Higher Education,150000000,25,0.0699,8500000,10826391,500000,0.0462,green
6359854,Makassar,10,Wedding,80000000,7,0.0981,4200000,2159854,1340096,0.6205,red
10535664,Jakarta Pusat,2,Education,96604214,21,0.1164,7500000,3035664,383350,0.1263,green
22300962,Semarang,9,Custom,481228533,9,0.1174,3800000,18500962,6912439,0.3736,yellow
50010421,Jakarta Selatan,1,Retirement,1512000000,16,0.0727,8500000,41510421,17190137,0.4141,yellow
6492054,Bandung,4,Custom,251849685,12,0.1336,5000000,1492054,3140874,2.0,red
20281099,Bali (Denpasar),8,Emergency Fund,39000000,21,0.0657,6500000,13781099,431161,0.0313,green
27127364,Yogyakarta,6,Wedding,30000000,29,0.0648,4000000,23127364,354839,0.0153,green
17420852,Jakarta Utara,3,Education,99183217,30,0.0723,6000000,11420852,275509,0.0241,green
54775574,Surabaya,5,Education,93365500,15,0.0304,5500000,49275574,518697,0.0105,green
58849241,Medan,7,Emergency Fund,21000000,20,0.0739,3500000,55349241,232164,0.0042,green
5265135,Bali (Denpasar),8,Emergency Fund,39000000,20,0.147,6500000,0,431161,1.0,red
7438843,Jakarta Pusat,2,Property,1710000000,9,0.1214,7500000,0,15833333,1.0,red
6991479,Makassar,10,Property,495000000,13,0.1067,4200000,2791479,3173077,1.1367,red
52894117,Jakarta Selatan,1,Custom,181166303,12,0.0789,8500000,44394117,2259366,0.0509,green
15436184,Bandung,4,Emergency Fund,30000000,29,0.0995,5000000,10436184,354839,0.034,green
5893016,Jakarta Pusat,2,Higher Education,120000000,3,0.0933,7500000,0,3333333,1.0,red
7561289,Bandung,4,Custom,196193690,28,0.1228,5000000,2561289,2289002,0.8937,red
14540872,Jakarta Selatan,1,Education,185735601,8,0.1083,8500000,6040872,1934746,0.3203,yellow
45571896,Makassar,10,Higher Education,150000000,17,0.049,4200000,41371896,735294,0.0178,green
11271709,Jakarta Utara,3,Property,2520000000,11,0.0627,6000000,5271709,19090909,2.0,red
6941627,Bali (Denpasar),8,Higher Education,200000000,11,0.0864,6500000,441627,1515152,2.0,red
16520418,Jakarta Selatan,1,Education,229940353,26,0.0516,8500000,8020418,736988,0.0919,green
16556181,Makassar,10,Custom,310042255,27,0.1069,4200000,12356181,3572621,0.2891,green
